File Name	nsd_id	cocoId	HED_short	HED_long
z1_notshown2017_nsd59512_prepped1.png	59511	465765	"(Foreground-view, ((Item-count/3, ((Human, Human-agent), Body, Agent-trait/Adult)), (Play, (Item-count/3, Man-made-object/Toy)))), (Background-view, (Outdoors, Sloped-terrain, Plant, Rural))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/3,((Item/Biological-item/Organism/Human,Agent/Human-agent),Item/Biological-item/Anatomical-item/Body,Property/Agent-property/Agent-trait/Adult)),(Action/Perform/Play,(Property/Data-property/Data-value/Quantitative-value/Item-count/3,Item/Object/Man-made-object/Toy)))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Outdoors,Property/Environmental-property/Terrain/Sloped-terrain,Item/Biological-item/Organism/Plant,Property/Environmental-property/Rural))"
z3_notshown0965_nsd28154_prepped1.png	28153	343490	"(Foreground-view, ((Item-count/1, Animal), Rocky-terrain)), (Background-view, (Outdoors, Natural-feature/Ocean, Natural-feature/Sky))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Biological-item/Organism/Animal),Property/Environmental-property/Terrain/Rocky-terrain)),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Outdoors,Item/Object/Natural-object/Natural-feature/Ocean,Item/Object/Natural-object/Natural-feature/Sky))"
z1_notshown1853_nsd54363_prepped1.png	54362	183588	"(Foreground-view, (((Item-count/1, ((Human, Human-agent), Body, Female, Agent-trait/Adult)), Walk), ((Item-count/1, ((Human, Human-agent), Body, Male, (Face, Away-from), Agent-trait/Adult)), Walk), (Item-count/1, Man-made-object))), (Background-view, (Outdoors, Drawing, Paved-terrain, Urban))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,(((Property/Data-property/Data-value/Quantitative-value/Item-count/1,((Item/Biological-item/Organism/Human,Agent/Human-agent),Item/Biological-item/Anatomical-item/Body,Property/Agent-property/Agent-trait/Sex/Female,Property/Agent-property/Agent-trait/Adult)),Action/Move/Move-body-part/Move-lower-extremity/Walk),((Property/Data-property/Data-value/Quantitative-value/Item-count/1,((Item/Biological-item/Organism/Human,Agent/Human-agent),Item/Biological-item/Anatomical-item/Body,Property/Agent-property/Agent-trait/Sex/Male,(Item/Biological-item/Anatomical-item/Body-part/Head/Face,Relation/Directional-relation/Away-from),Property/Agent-property/Agent-trait/Adult)),Action/Move/Move-body-part/Move-lower-extremity/Walk),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Outdoors,Item/Object/Man-made-object/Media/Visualization/Image/Drawing,Property/Environmental-property/Terrain/Paved-terrain,Property/Environmental-property/Urban))"
z1_notshown2071_nsd61319_prepped1.png	61318	210442	"(Foreground-view, ((Item-count/1, Train), Grassy-terrain, Field)), (Background-view, (Sloped-terrain, Plant, Natural-feature/Sky, Rural, Outdoors))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Vehicle/Train),Property/Environmental-property/Terrain/Grassy-terrain,Item/Object/Natural-object/Natural-feature/Field)),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Terrain/Sloped-terrain,Item/Biological-item/Organism/Plant,Item/Object/Natural-object/Natural-feature/Sky,Property/Environmental-property/Rural,Property/Environmental-property/Outdoors))"
z3_notshown2390_nsd71257_prepped1.png	71256	249086	"(Foreground-view, (((Item-count/1,  ((Human, Human-agent), Body, Female, (Face, Towards), Agent-trait/Child)), Reach), ((Item-count/1,  ((Human, Human-agent), Body, Female, (Face, Away-from), Agent-trait/Child)), Reach), ((Item-count, High), Furnishing), ((Item-count, High), Ingestible-object))), (Background-view, (Indoors, Device))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,(((Property/Data-property/Data-value/Quantitative-value/Item-count/1,((Item/Biological-item/Organism/Human,Agent/Human-agent),Item/Biological-item/Anatomical-item/Body,Property/Agent-property/Agent-trait/Sex/Female,(Item/Biological-item/Anatomical-item/Body-part/Head/Face,Relation/Directional-relation/Towards),Property/Agent-property/Agent-trait/Child)),Action/Move/Move-body-part/Move-upper-extremity/Reach),((Property/Data-property/Data-value/Quantitative-value/Item-count/1,((Item/Biological-item/Organism/Human,Agent/Human-agent),Item/Biological-item/Anatomical-item/Body,Property/Agent-property/Agent-trait/Sex/Female,(Item/Biological-item/Anatomical-item/Body-part/Head/Face,Relation/Directional-relation/Away-from),Property/Agent-property/Agent-trait/Child)),Action/Move/Move-body-part/Move-upper-extremity/Reach),((Property/Data-property/Data-value/Quantitative-value/Item-count,Property/Data-property/Data-value/Categorical-value/Categorical-level-value/High),Item/Object/Man-made-object/Furnishing),((Property/Data-property/Data-value/Quantitative-value/Item-count,Property/Data-property/Data-value/Categorical-value/Categorical-level-value/High),Item/Object/Ingestible-object))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Indoors,Item/Object/Man-made-object/Device))"
z1_notshown1546_nsd45315_prepped1.png	45314	148077	"(Foreground-view, ((Item-count/1, Aircraft), (Item-count/2, Word), (Item-count/1, Icon))), (Background-view, (Natural-feature/Ocean, Natural-feature/Sky, Outdoors, Building, Boat))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Vehicle/Aircraft),(Property/Data-property/Data-value/Quantitative-value/Item-count/2,Item/Language-item/Word),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Media/Visualization/Image/Icon))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Item/Object/Natural-object/Natural-feature/Ocean,Item/Object/Natural-object/Natural-feature/Sky,Property/Environmental-property/Outdoors,Item/Object/Man-made-object/Building,Item/Object/Man-made-object/Vehicle/Boat))"
z2_notshown1737_nsd51463_prepped1.png	51462	172543	"(Foreground-view, ((((Item-count, High), ((Human, Human-agent), Body, Male, Agent-trait/Adult)), (Play, ((Item-count, High), Man-made-object/Toy))), (Item-count/1, Path))), (Background-view, (Composite-terrain, Car, Building, Plant, Outdoors, Urban))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((((Property/Data-property/Data-value/Quantitative-value/Item-count,Property/Data-property/Data-value/Categorical-value/Categorical-level-value/High),((Item/Biological-item/Organism/Human,Agent/Human-agent),Item/Biological-item/Anatomical-item/Body,Property/Agent-property/Agent-trait/Sex/Male,Property/Agent-property/Agent-trait/Adult)),(Action/Perform/Play,((Property/Data-property/Data-value/Quantitative-value/Item-count,Property/Data-property/Data-value/Categorical-value/Categorical-level-value/High),Item/Object/Man-made-object/Toy))),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Navigational-object/Path))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Terrain/Composite-terrain,Item/Object/Man-made-object/Vehicle/Car,Item/Object/Man-made-object/Building,Item/Biological-item/Organism/Plant,Property/Environmental-property/Outdoors,Property/Environmental-property/Urban))"
z3_notshown0489_nsd14924_prepped1.png	14923	298152	"(Foreground-view, ((Item-count/1, ((Human, Human-agent), Body, Male, (Face, Towards), Agent-trait/Adult)), (Play, (Item-count/2, Man-made-object/Toy)))), (Background-view, (Paved-terrain, Car, Outdoors, Plant))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/1,((Item/Biological-item/Organism/Human,Agent/Human-agent),Item/Biological-item/Anatomical-item/Body,Property/Agent-property/Agent-trait/Sex/Male,(Item/Biological-item/Anatomical-item/Body-part/Head/Face,Relation/Directional-relation/Towards),Property/Agent-property/Agent-trait/Adult)),(Action/Perform/Play,(Property/Data-property/Data-value/Quantitative-value/Item-count/2,Item/Object/Man-made-object/Toy)))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Terrain/Paved-terrain,Item/Object/Man-made-object/Vehicle/Car,Property/Environmental-property/Outdoors,Item/Biological-item/Organism/Plant))"
z2_notshown0312_nsd09783_prepped1.png	9782	545088	"(Foreground-view, ((Item-count/1, ((Human, Human-agent), Body, Male, (Face, Away-from), Agent-trait/Older-adult)), (Play, (Item-count/2, Man-made-object/Toy)))), (Background-view, (Paved-terrain, Outdoors, Plant))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/1,((Item/Biological-item/Organism/Human,Agent/Human-agent),Item/Biological-item/Anatomical-item/Body,Property/Agent-property/Agent-trait/Sex/Male,(Item/Biological-item/Anatomical-item/Body-part/Head/Face,Relation/Directional-relation/Away-from),Property/Agent-property/Agent-trait/Older-adult)),(Action/Perform/Play,(Property/Data-property/Data-value/Quantitative-value/Item-count/2,Item/Object/Man-made-object/Toy)))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Terrain/Paved-terrain,Property/Environmental-property/Outdoors,Item/Biological-item/Organism/Plant))"
z1_notshown1224_nsd36084_prepped1.png	36083	374041	"(Foreground-view, ((Item-count/1, ((Human, Human-agent), Body)), (Action/Ride, (Item-count/1, Animal)))), (Background-view, (Dirt-terrain, Animal, Outdoors, Plant))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/1,((Item/Biological-item/Organism/Human,Agent/Human-agent),Item/Biological-item/Anatomical-item/Body)),(Action/Ride,(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Biological-item/Organism/Animal)))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Terrain/Dirt-terrain,Item/Biological-item/Organism/Animal,Property/Environmental-property/Outdoors,Item/Biological-item/Organism/Plant))"
z3_notshown0911_nsd26595_prepped1.png	26594	75325	"(Foreground-view, ((Item-count/3, Furnishing), ((Item-count, High), Clock-face))), (Background-view, (Furnishing, Room, Indoors))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/3,Item/Object/Man-made-object/Furnishing),((Property/Data-property/Data-value/Quantitative-value/Item-count,Property/Data-property/Data-value/Categorical-value/Categorical-level-value/High),Item/Object/Man-made-object/Device/Measurement-device/Clock/Clock-face))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Item/Object/Man-made-object/Furnishing,Item/Object/Man-made-object/Building/Room,Property/Environmental-property/Indoors))"
z1_notshown1537_nsd44993_prepped1.png	44992	155549	"(Foreground-view, (((Item-count, High), Furnishing), (Item-count/1, Display-device), ((Item-count, High), Photograph), ((Item-count, High), Book), ((Item-count, High), Man-made-object/Toy))), (Background-view, (Room, Indoors, Animal, Entrance))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,(((Property/Data-property/Data-value/Quantitative-value/Item-count,Property/Data-property/Data-value/Categorical-value/Categorical-level-value/High),Item/Object/Man-made-object/Furnishing),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Device/IO-device/Output-device/Display-device),((Property/Data-property/Data-value/Quantitative-value/Item-count,Property/Data-property/Data-value/Categorical-value/Categorical-level-value/High),Item/Object/Man-made-object/Media/Visualization/Image/Photograph),((Property/Data-property/Data-value/Quantitative-value/Item-count,Property/Data-property/Data-value/Categorical-value/Categorical-level-value/High),Item/Object/Man-made-object/Document/Book),((Property/Data-property/Data-value/Quantitative-value/Item-count,Property/Data-property/Data-value/Categorical-value/Categorical-level-value/High),Item/Object/Man-made-object/Toy))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Item/Object/Man-made-object/Building/Room,Property/Environmental-property/Indoors,Item/Biological-item/Organism/Animal,Item/Object/Man-made-object/Building/Entrance))"
z3_notshown1025_nsd29797_prepped1.png	29796	349846	"(Foreground-view, ((Item-count/1, (Human, Body, (Face, Towards), Female, Agent-trait/Adult)), (Item-count/1, Man-made-object))), (Background-view, (Natural-feature/Ocean, (Human, Body), Outdoors, Natural-feature/Sky, Terrain/Sand))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/1,(Item/Biological-item/Organism/Human,Item/Biological-item/Anatomical-item/Body,(Item/Biological-item/Anatomical-item/Body-part/Head/Face,Relation/Directional-relation/Towards),Property/Agent-property/Agent-trait/Sex/Female,Property/Agent-property/Agent-trait/Adult)),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Item/Object/Natural-object/Natural-feature/Ocean,(Item/Biological-item/Organism/Human,Item/Biological-item/Anatomical-item/Body),Property/Environmental-property/Outdoors,Item/Object/Natural-object/Natural-feature/Sky,Property/Environmental-property/Terrain/Sand))"
z2_notshown0636_nsd19432_prepped1.png	19431	574140	"(Foreground-view, (Item-count/1, (Human, Body, (Face, Away-from), Male, Agent-trait/Adult))), (Background-view, (Indoors, Room, Ingestible-object, Furnishing))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,(Property/Data-property/Data-value/Quantitative-value/Item-count/1,(Item/Biological-item/Organism/Human,Item/Biological-item/Anatomical-item/Body,(Item/Biological-item/Anatomical-item/Body-part/Head/Face,Relation/Directional-relation/Away-from),Property/Agent-property/Agent-trait/Sex/Male,Property/Agent-property/Agent-trait/Adult))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Indoors,Item/Object/Man-made-object/Building/Room,Item/Object/Ingestible-object,Item/Object/Man-made-object/Furnishing))"
z3_notshown0532_nsd16102_prepped1.png	16101	564003	"(Foreground-view, (Item-count/1, Furnishing)), (Background-view, (Room, Indoors))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Furnishing)),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Item/Object/Man-made-object/Building/Room,Property/Environmental-property/Indoors))"